1174,405
1867,814
1543,1045
1235,586
671,618
519,549
977,621
1058,590
746,657
1662,678
992,878
1076,399
817,757
627,513
591.6,474
1638,524.4
1275.6,483.6
1716,304.8
670.8,618
548.4,595.2
1155.6,698.4
1881.6,286.8
1813.2,344.4
748.8,541.2
1743.6,673.2
484.8,543.6
1461.6,763.2
1459.2,680.4
1088.4,543.6
1378.8,825.6
1075.2,398.4
645.6,763.2
511.2,886.8
752.4,525.6
1383.84,532.8
943.2,573.12
671.04,617.76
1154.88,698.4
1880.64,286.56
961.92,624.96
1038.24,583.2
828,609.12
735.84,660.96
836.64,570.24
1235.52,688.32
1110.24,432
1612.8,295.2
177.12,324
1743.84,672.48
485.28,542.88
1460.16,763.2
1532.16,730.08
1421.28,709.92
1867.68,812.16
1751.04,897.12
1087.2,542.88
1234.08,586.08
1051.2,972
990.72,876.96
1379.52,825.12
1611.36,260.64
1637.28,524.16
1172.16,403.2
756,692.64
375.84,807.84
201.6,447.84
1665.79,661.824
1674.43,559.872
768.96,570.24
1111.1,432
1745.28,774.144
1745.28,672.192
1344.38,725.76
1531.01,730.944
1605.31,803.52
1104.19,749.952
1047.17,592.704
1050.62,972.864
990.144,876.096
1271.81,900.288
1750.46,347.328
1173.31,404.352
1074.82,397.44
552.96,729.216
511.488,886.464
865.728,838.08
748.224,907.2
311.04,730.944
195.264,825.984
616.896,483.84
525.312,518.4
200.448,447.552
490.752,530.496
1745.97,773.453
1673.4,783.821
1745.97,671.846
483.149,541.21
1613.26,294.451
188.698,381.542
159.667,313.114
1447.37,837.734
1855.87,798.336
1047.17,593.05
1051.32,972.519
989.107,877.133
1271.12,899.943
1752.19,346.291
1173.66,402.278
1074.12,398.131
1385.17,532.915
1269.04,466.56
1233.79,398.131
553.651,727.834
551.578,595.123
862.618,599.271
769.306,568.167
277.862,870.912
617.933,483.149
848.103,530.842
1460.64,691.753
1343.69,54.743
1050.07,972.933
1602.48,248.832
865.935,838.564
1448.2,838.564
196.577,823.634
1856.29,798.751
465.316,918.19
276.204,870.912
1385.99,532.501
490.199,530.012
1050.07,507.617
1074.95,398.131
813.681,756.449
1811.5,343.388
1751.78,345.877
1127.21,664.382
156.764,308.552
552.407,726.59
308.552,729.078
1614.92,293.622
1249.14,758.938
1048.08,973.431
197.075,824.132
1269.04,898.781
627.057,519.561
1603.47,803.23
1519.87,101.523
1269.04,465.814
1230.23,391.164
1101.83,525.533
788.3,543.449
1027.18,758.44
1048.08,591.225
158.257,310.542
552.407,594.211
1445.22,453.87
1582.57,310.542
1528.82,734.552
1346.68,743.51
1758.74,540.463
1340.71,56.7337
1386.69,530.311
1229.03,390.567
1841.76,813.382
1132.29,429.982
1171.7,397.733
1028.37,756.051
1662.6,458.647
1755.76,343.985
849.214,702.304
157.66,311.737
1246.95,759.635
1340.11,573.309
1687.68,756.051
827.715,530.311
627.057,515.978
197.075,820.549
1601.68,250.823
1046.29,971.042
