1407,178
780,182
1281,262
1070,257
1352,316
1639,652
1800,40
1581,466
1031,477
612,605
750,144
459,440
344,413
1386,571.2
1693.2,253.2
1200,363.6
1298.4,342
1352.4,316.8
1509.6,62.4
1126.8,81.6
1831.2,579.6
1455.6,205.2
1694.4,487.2
1010.4,354
612,604.8
808.8,654
846,175.2
1200.96,362.88
1640.16,652.32
1454.4,204.48
1579.68,466.56
1437.12,439.2
1405.44,178.56
1252.8,155.52
809.28,653.76
262.08,609.12
750.24,144
731.52,372.96
430.56,187.2
459.36,437.76
342.72,413.28
1638.14,335.232
1097.28,60.48
1741.82,609.984
1138.75,637.632
1029.89,475.2
1010.88,354.24
611.712,604.8
559.872,653.184
566.784,971.136
758.592,870.912
250.56,649.728
260.928,609.984
667.008,119.232
665.28,432
587.52,432
867.456,331.776
489.024,38.016
342.144,412.992
447.552,302.4
196.992,329.702
586.829,431.309
723.687,373.248
460.339,437.53
327.629,429.235
342.144,412.646
750.643,371.174
1030.58,474.854
928.973,761.011
209.434,790.042
261.274,609.638
429.235,186.624
1260.75,667.699
1202.69,360.806
758.938,870.912
1741.82,609.638
1652.66,452.045
1439.08,439.603
1362.36,101.606
1157.07,122.342
1453.59,205.286
1613.26,105.754
1486.77,105.754
1139.65,637.01
1030.16,472.781
1010.26,350.853
873.4,617.103
261.274,609.638
848.517,131.881
758.938,870.912
1261.58,669.358
1271.53,492.687
1204.35,360.806
684.288,186.624
1679.62,457.851
1363.6,102.021
1453.18,206.531
1612.43,106.998
753.961,370.76
426.996,185.131
755.454,871.907
1785.62,582.267
1260.09,668.861
862.95,200.061
767.398,268.739
958.501,170.201
1528.82,456.856
1699.03,358.318
683.79,185.131
668.861,116.453
504.631,89.5795
1158.56,122.425
1484.03,110.481
444.912,301.584
505.229,89.5795
1200.37,354.735
1813.09,136.161
1100.04,272.322
1157.37,121.828
684.388,182.742
648.556,96.7459
1616.01,107.495
1487.02,111.079
752.468,369.068
