1836,306
949,213
1504,450
576,414
915,321
293,281
1549.2,331.2
1346.4,346.8
1081.2,634.8
1874.4,417.6
1113.6,223.2
1173.6,420
1054.8,417.6
1131.6,360
1062,363.6
1332,415.2
651.6,594
822,636
643.2,207.6
820.8,151.2
813.6,106.8
498,495.6
192,189.6
322.8,418.8
292.8,280.8
1277.28,321.12
1235.52,288
1812.96,303.84
1395.36,1051.2
1421.28,312.48
1347.84,342.72
1487.52,652.32
1722.24,570.24
1048.32,613.44
1609.92,227.52
1874.88,416.16
1113.12,223.2
1062.72,165.6
1360.8,105.12
1054.08,417.6
694.08,780.48
650.88,593.28
813.6,696.96
249.12,796.32
643.68,207.36
720,115.2
689.76,336.96
787.68,361.44
397.44,156.96
322.56,419.04
318.24,332.64
1629.5,724.032
1722.82,570.24
1047.17,613.44
1729.73,74.304
1612.22,445.824
1548.29,331.776
1874.88,416.448
1721.09,464.832
1171.58,419.904
1055.81,416.448
1062.72,362.88
1330.56,416.448
1292.54,366.336
551.232,673.92
644.544,207.36
853.632,186.624
943.488,155.52
820.8,150.336
578.88,412.992
953.856,473.472
191.808,190.08
416.448,262.656
489.024,376.704
155.52,547.43
829.44,640.742
497.664,495.59
785.895,362.88
238.464,425.088
99.5328,329.702
692.583,781.747
1049.24,613.786
317.261,331.776
1169.51,418.867
1055.46,416.794
1723.16,570.24
1716.94,255.053
1399.68,124.416
644.89,207.36
603.418,174.182
1331.25,416.794
1422.49,311.04
854.323,186.624
1063.76,165.888
1080.35,85.0176
1710.72,358.733
1607.04,101.606
396.058,155.52
415.549,771.379
1296.41,552.407
1169.51,418.038
1057.54,415.549
1137.16,358.318
1724.41,569.825
1507.92,452.874
632.033,159.253
1114.77,221.461
1122.23,69.673
1065,164.229
943.073,154.276
821.146,149.299
246.344,139.346
1711.96,358.318
813.681,696.73
1313.83,179.159
1340.71,343.388
1242.17,361.304
1806.52,167.215
1755.76,122.425
244.851,137.355
716.636,250.823
680.805,146.313
1848.32,418.038
1707.98,358.318
176.173,331.444
758.44,298.598
415.052,773.37
815.174,695.734
1544.35,333.236
1300.69,247.24
1404.61,121.828
250.823,139.744
1182.45,279.488
1064.2,164.826
759.635,297.404
766.801,118.245
480.146,85.9964
394.15,103.912
781.134,361.901
412.066,770.384
1630.35,723.803
