961,687
437,522
1155,763
111,572
1193,328
978,615
1155,483
1840,221
1749,163
1320,718
426,839
504,496.8
555.6,428.4
110.4,572.4
68.4,602.4
1396.8,667.2
721.2,646.8
655.2,610.8
894,610.8
1135.2,385.2
1192.8,326.4
1842,156
829.2,560.4
750,553.2
1155.6,482.4
1749.6,162
1695.6,174
1076.4,765.6
1114.8,621.6
1833.6,148.8
675.6,735.6
914.4,718.8
163.2,834
735.6,529.2
892.8,610.56
941.76,565.92
653.76,610.56
609.12,574.56
125.28,237.6
108,214.56
156.96,668.16
1560.96,328.32
1837.44,221.76
1872,158.4
420.48,563.04
1154.88,480.96
1113.12,482.4
1301.76,388.8
1398.24,732.96
1320.48,717.12
1522.08,705.6
1594.08,505.44
1818.72,468
1703.52,479.52
1330.56,84.96
321.12,789.12
941.76,534.24
434.88,521.28
126.144,238.464
107.136,214.272
1560.38,328.32
1157.76,494.208
1112.83,480.384
1138.75,428.544
1866.24,217.728
1444.61,504.576
1283.9,326.592
1213.06,342.144
1361.66,772.416
1748.74,162.432
1696.9,171.072
1607.04,661.824
1076.54,763.776
1114.56,620.352
1060.99,568.512
1553.47,84.672
1733.18,148.608
1594.94,504.576
654.912,609.984
914.112,718.848
770.688,762.048
829.44,559.872
501.12,962.496
784.512,829.44
155.52,667.008
319.68,789.696
554.688,428.544
1397.61,734.055
1754.27,201.139
1524.1,775.526
1522.02,705.024
1580.08,715.392
1115.6,622.08
1061.68,568.167
1281.48,574.387
1393.46,829.44
1866.24,217.728
1833.06,145.152
1818.55,468.634
1706.57,481.075
1370.65,163.814
1331.25,82.944
1383.09,532.915
678.067,736.128
769.306,763.085
783.821,829.44
163.814,835.661
640.742,518.4
130.637,226.022
433.382,520.474
1647.27,276.204
1555.2,82.1146
933.12,868.424
472.781,833.587
1102.33,851.006
639.498,517.571
1811.5,472.781
1706.99,480.246
604.662,539.966
159.253,726.59
268.739,542.454
1114.77,619.592
1211.81,340.9
846.029,731.566
828.611,559.872
1137.16,385.69
1473.09,455.363
166.717,423.014
144.323,430.479
1736.85,146.811
318.505,788.798
1274.02,744.008
1279,577.29
1504.94,851.006
170.201,833.09
513.589,412.066
1812.49,471.786
1836.38,388.178
164.229,250.823
134.369,226.935
158.257,728.58
271.725,543.449
859.964,591.225
818.16,597.197
1024.19,537.477
1137.66,385.192
1158.56,758.44
1063.01,567.337
1385.5,531.505
1289.95,382.206
1621.39,498.659
164.229,424.01
418.038,561.365
1382.51,662.889
1815.48,782.328
1573.61,773.37
1510.91,567.337
779.342,531.505
931.627,868.922
1331.75,83.6076
1101.83,853.992
1838.17,386.984
498.062,494.479
1805.92,781.134
526.728,730.969
157.66,727.386
1082.12,404.9
1114.37,619.89
1322.19,419.232
1289.95,379.817
845.631,727.386
1648.26,275.905
1734.26,146.91
164.826,422.815
1186.03,677.221
1279.2,573.309
315.32,788.3
1203.95,297.404
1279.2,856.38
1103.62,849.214
1576.6,788.3
